"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2021";"1400";"16,9";"17,0";"16,2";"";"";"";"";"";"";"917,9";"917,9";"917,4";"2,0";"171,0";"6,4";"1110,50";"0,0"
"01/01/2021";"1500";"17,2";"17,7";"16,8";"";"";"";"";"";"";"918,2";"918,2";"917,9";"1,6";"159,0";"4,7";"992,90";"0,0"
"01/01/2021";"1600";"17,2";"17,8";"16,7";"";"";"";"";"";"";"918,0";"918,3";"918,0";"1,7";"135,0";"5,1";"1217,60";"0,0"
"01/01/2021";"1700";"16,7";"18,1";"16,6";"";"";"";"";"";"";"917,9";"918,0";"917,9";"2,2";"165,0";"5,1";"811,40";"0,0"
"01/01/2021";"1800";"17,0";"17,4";"16,7";"";"";"";"";"";"";"917,4";"917,9";"917,4";"2,2";"135,0";"4,3";"614,60";"0,0"
"01/01/2021";"1900";"16,2";"17,0";"16,2";"";"";"";"";"";"";"917,3";"917,5";"917,3";"2,3";"164,0";"5,3";"409,50";"0,0"
"01/01/2021";"2000";"16,2";"16,3";"15,9";"";"";"";"";"";"";"917,2";"917,3";"917,2";"2,3";"159,0";"4,4";"295,40";"0,0"
"01/01/2021";"2100";"16,2";"16,4";"16,1";"";"";"";"";"";"";"917,3";"917,4";"917,1";"2,0";"159,0";"5,8";"234,30";"0,0"
"01/01/2021";"2200";"15,9";"16,4";"15,9";"";"";"";"";"";"";"917,7";"917,8";"917,3";"1,8";"167,0";"4,2";"63,00";"0,0"
"01/01/2021";"2300";"15,6";"15,9";"15,6";"";"";"";"";"";"";"918,1";"918,1";"917,6";"1,8";"171,0";"5,0";"2,80";"0,0"
"02/01/2021";"0000";"15,4";"15,6";"15,4";"";"";"";"";"";"";"918,4";"918,5";"918,1";"3,4";"153,0";"6,4";"";"0,0"
"02/01/2021";"0100";"15,2";"15,4";"15,2";"";"";"";"";"";"";"919,0";"919,1";"918,4";"1,8";"154,0";"6,4";"";"0,0"
"02/01/2021";"0200";"14,9";"15,2";"14,8";"";"";"";"";"";"";"919,0";"919,1";"919,0";"1,1";"149,0";"5,4";"";"0,0"
"02/01/2021";"0300";"14,4";"14,9";"14,3";"";"";"";"";"";"";"918,5";"919,1";"918,5";"1,2";"155,0";"3,3";"";"0,0"
"02/01/2021";"0400";"13,8";"14,4";"13,8";"";"";"";"";"";"";"918,0";"918,5";"918,0";"0,7";"146,0";"2,7";"";"0,0"
"02/01/2021";"0500";"12,7";"13,8";"12,6";"";"";"";"";"";"";"917,1";"918,0";"917,1";"0,6";"143,0";"1,5";"";"0,0"
"02/01/2021";"0600";"12,2";"12,7";"12,1";"";"";"";"";"";"";"916,8";"917,1";"916,8";"1,4";"135,0";"2,1";"";"0,0"
"02/01/2021";"0700";"11,7";"12,5";"11,7";"";"";"";"";"";"";"917,0";"917,1";"916,8";"0,6";"164,0";"2,0";"";"0,0"
"02/01/2021";"0800";"12,6";"12,6";"11,7";"";"";"";"";"";"";"917,3";"917,3";"916,9";"0,7";"160,0";"3,2";"";"0,0"
"02/01/2021";"0900";"11,7";"12,6";"11,1";"";"";"";"";"";"";"917,5";"917,5";"917,2";"1,2";"158,0";"3,2";"37,40";"0,0"
"02/01/2021";"1000";"15,9";"15,9";"11,7";"";"";"";"";"";"";"917,9";"917,9";"917,4";"1,1";"156,0";"2,8";"278,80";"0,0"
"02/01/2021";"1100";"16,4";"18,5";"15,8";"";"";"";"";"";"";"918,0";"918,0";"917,8";"1,6";"328,0";"3,1";"1196,70";"0,0"
"02/01/2021";"1200";"18,6";"18,7";"16,4";"";"";"";"";"";"";"917,9";"918,0";"917,8";"1,8";"353,0";"3,1";"2111,80";"0,0"
"02/01/2021";"1300";"21,5";"21,6";"18,5";"";"";"";"";"";"";"917,8";"918,0";"917,7";"1,2";"18,0";"3,4";"3126,20";"0,0"
"02/01/2021";"1400";"22,2";"22,9";"21,0";"";"";"";"";"";"";"917,5";"917,8";"917,4";"2,0";"338,0";"5,1";"3169,40";"0,0"
"02/01/2021";"1500";"22,1";"22,8";"21,0";"";"";"";"";"";"";"917,2";"917,5";"917,2";"1,4";"55,0";"5,1";"1618,50";"0,0"
"02/01/2021";"1600";"22,6";"23,0";"21,4";"";"";"";"";"";"";"916,7";"917,2";"916,7";"2,4";"7,0";"5,1";"2421,40";"0,0"
"02/01/2021";"1700";"22,0";"23,8";"21,8";"";"";"";"";"";"";"916,4";"916,8";"916,3";"1,8";"93,0";"6,2";"2947,60";"0,0"
"02/01/2021";"1800";"20,3";"23,8";"20,3";"";"";"";"";"";"";"916,3";"916,4";"916,1";"2,8";"87,0";"6,8";"1272,30";"0,0"
"02/01/2021";"1900";"19,8";"20,3";"19,6";"";"";"";"";"";"";"915,9";"916,3";"915,8";"1,5";"129,0";"6,9";"440,10";"0,0"
"02/01/2021";"2000";"20,3";"20,5";"19,8";"";"";"";"";"";"";"915,5";"915,9";"915,4";"2,6";"85,0";"5,2";"923,10";"0,0"
"02/01/2021";"2100";"18,8";"20,4";"18,7";"";"";"";"";"";"";"915,8";"915,9";"915,5";"1,2";"102,0";"4,8";"343,50";"0,0"
"02/01/2021";"2200";"17,5";"18,9";"17,5";"";"";"";"";"";"";"916,2";"916,2";"915,8";"1,6";"117,0";"4,4";"252,70";"0,0"
"02/01/2021";"2300";"16,8";"17,5";"16,8";"";"";"";"";"";"";"916,6";"916,6";"916,2";"1,3";"115,0";"4,5";"2,90";"0,0"
"03/01/2021";"0000";"16,5";"16,9";"16,3";"";"";"";"";"";"";"917,1";"917,1";"916,6";"1,3";"98,0";"4,7";"";"0,0"
"03/01/2021";"0100";"15,9";"16,5";"15,8";"";"";"";"";"";"";"917,6";"917,6";"917,0";"1,0";"129,0";"3,2";"";"0,0"
"03/01/2021";"0200";"15,3";"16,0";"15,3";"";"";"";"";"";"";"917,7";"917,8";"917,5";"1,1";"129,0";"3,4";"";"0,0"
"03/01/2021";"0300";"15,0";"15,3";"14,6";"";"";"";"";"";"";"917,3";"917,7";"917,3";"0,8";"114,0";"3,5";"";"0,0"
"03/01/2021";"0400";"14,3";"15,2";"14,3";"";"";"";"";"";"";"916,6";"917,3";"916,6";"1,2";"127,0";"2,9";"";"0,0"
"03/01/2021";"0500";"15,0";"15,0";"14,3";"";"";"";"";"";"";"916,2";"916,7";"916,2";"1,5";"89,0";"4,5";"";"0,0"
"03/01/2021";"0600";"14,5";"15,0";"14,4";"";"";"";"";"";"";"916,0";"916,2";"915,9";"0,4";"63,0";"3,4";"";"0,0"
"03/01/2021";"0700";"13,8";"14,5";"13,7";"";"";"";"";"";"";"916,1";"916,1";"915,9";"0,6";"117,0";"1,9";"";"0,0"
"03/01/2021";"0800";"14,2";"14,4";"13,7";"";"";"";"";"";"";"916,4";"916,4";"916,1";"0,5";"104,0";"2,0";"";"0,0"
"03/01/2021";"0900";"14,7";"14,9";"14,2";"";"";"";"";"";"";"916,6";"916,6";"916,4";"0,4";"45,0";"2,7";"34,70";"0,0"
"03/01/2021";"1000";"16,8";"16,8";"14,7";"";"";"";"";"";"";"916,8";"916,8";"916,6";"1,0";"21,0";"2,9";"274,30";"0,0"
"03/01/2021";"1100";"17,3";"17,3";"16,4";"";"";"";"";"";"";"917,2";"917,2";"916,8";"1,5";"29,0";"4,8";"1050,40";"0,0"
"03/01/2021";"1200";"17,9";"18,6";"17,3";"";"";"";"";"";"";"917,5";"917,5";"917,2";"1,8";"3,0";"4,8";"1577,60";"0,0"
"03/01/2021";"1300";"19,3";"20,4";"17,9";"";"";"";"";"";"";"917,7";"917,7";"917,4";"2,5";"32,0";"5,8";"2441,80";"0,0"
"03/01/2021";"1400";"20,1";"20,6";"19,0";"";"";"";"";"";"";"917,9";"918,0";"917,7";"2,4";"20,0";"6,0";"2494,80";"0,0"
"03/01/2021";"1500";"20,3";"21,9";"19,8";"";"";"";"";"";"";"917,9";"917,9";"917,8";"2,9";"25,0";"7,1";"3625,70";"0,0"
"03/01/2021";"1600";"20,4";"22,0";"19,8";"";"";"";"";"";"";"917,6";"918,0";"917,6";"1,9";"51,0";"6,2";"2778,00";"0,0"
"03/01/2021";"1700";"21,3";"22,7";"20,4";"";"";"";"";"";"";"917,2";"917,7";"917,2";"3,4";"28,0";"7,0";"3070,50";"0,0"
"03/01/2021";"1800";"21,7";"22,1";"20,2";"";"";"";"";"";"";"916,8";"917,2";"916,7";"2,3";"65,0";"7,8";"2616,80";"0,0"
"03/01/2021";"1900";"19,8";"22,2";"19,7";"";"";"";"";"";"";"916,4";"916,8";"916,4";"3,7";"105,0";"9,1";"2449,00";"0,0"
"03/01/2021";"2000";"18,6";"20,6";"18,6";"";"";"";"";"";"";"916,1";"916,5";"916,1";"3,5";"93,0";"9,1";"812,00";"0,0"
"03/01/2021";"2100";"17,9";"19,1";"17,9";"";"";"";"";"";"";"916,2";"916,2";"915,8";"2,8";"113,0";"8,0";"509,90";"0,0"
"03/01/2021";"2200";"17,3";"17,9";"17,1";"";"";"";"";"";"";"916,4";"916,5";"916,2";"2,2";"105,0";"6,9";"106,50";"0,0"
"03/01/2021";"2300";"16,1";"17,3";"16,1";"";"";"";"";"";"";"917,0";"917,0";"916,4";"1,7";"75,0";"6,3";"1,10";"0,2"
"04/01/2021";"0000";"16,1";"16,1";"15,9";"";"";"";"";"";"";"917,2";"917,2";"916,9";"1,0";"21,0";"4,9";"";"0,4"
"04/01/2021";"0100";"16,0";"16,1";"16,0";"";"";"";"";"";"";"917,6";"917,6";"917,2";"1,0";"131,0";"3,2";"";"1,4"
"04/01/2021";"0200";"15,8";"16,2";"15,6";"";"";"";"";"";"";"917,7";"917,7";"917,5";"0,9";"60,0";"6,5";"";"0,0"
"04/01/2021";"0300";"15,5";"16,0";"15,4";"";"";"";"";"";"";"917,0";"917,7";"917,0";"1,3";"337,0";"4,5";"";"0,0"
"04/01/2021";"0400";"15,7";"15,7";"15,4";"";"";"";"";"";"";"916,5";"917,1";"916,5";"0,8";"39,0";"5,2";"";"1,2"
"04/01/2021";"0500";"15,7";"15,7";"15,5";"";"";"";"";"";"";"915,9";"916,5";"915,9";"1,1";"103,0";"5,0";"";"2,2"
"04/01/2021";"0600";"15,5";"15,7";"15,5";"";"";"";"";"";"";"915,6";"916,0";"915,6";"1,5";"128,0";"4,0";"";"0,0"
"04/01/2021";"0700";"15,5";"15,6";"15,4";"";"";"";"";"";"";"915,6";"915,7";"915,5";"1,6";"99,0";"4,7";"";"1,0"
"04/01/2021";"0800";"15,6";"15,6";"15,5";"";"";"";"";"";"";"915,8";"915,9";"915,6";"1,4";"98,0";"4,7";"";"0,4"
"04/01/2021";"0900";"15,2";"15,6";"15,2";"";"";"";"";"";"";"915,7";"915,8";"915,6";"0,8";"117,0";"5,6";"11,70";"0,2"
"04/01/2021";"1000";"15,5";"15,5";"15,2";"";"";"";"";"";"";"915,7";"915,8";"915,7";"1,2";"93,0";"3,0";"108,80";"0,2"
"04/01/2021";"1100";"15,7";"15,7";"15,4";"";"";"";"";"";"";"916,3";"916,3";"915,7";"1,5";"338,0";"3,4";"281,00";"0,2"
"04/01/2021";"1200";"16,6";"16,6";"15,7";"";"";"";"";"";"";"916,5";"916,5";"916,3";"1,5";"38,0";"5,4";"535,70";"0,4"
"04/01/2021";"1300";"18,6";"18,8";"16,6";"";"";"";"";"";"";"916,3";"916,5";"916,2";"1,8";"13,0";"3,9";"2132,40";"0,2"
"04/01/2021";"1400";"20,0";"20,2";"18,1";"";"";"";"";"";"";"916,3";"916,3";"916,2";"2,6";"19,0";"6,4";"3095,00";"0,0"
"04/01/2021";"1500";"20,9";"20,9";"19,5";"";"";"";"";"";"";"916,0";"916,4";"916,0";"2,8";"11,0";"6,0";"3361,90";"0,0"
"04/01/2021";"1600";"20,9";"21,8";"20,8";"";"";"";"";"";"";"915,9";"916,0";"915,8";"2,5";"26,0";"6,0";"2592,40";"0,0"
"04/01/2021";"1700";"22,1";"22,7";"20,5";"";"";"";"";"";"";"915,3";"915,9";"915,3";"2,4";"5,0";"6,2";"2893,20";"0,0"
"04/01/2021";"1800";"21,8";"22,9";"21,4";"";"";"";"";"";"";"914,7";"915,3";"914,7";"2,0";"331,0";"5,2";"1940,50";"0,0"
"04/01/2021";"1900";"21,4";"22,5";"21,3";"";"";"";"";"";"";"914,1";"914,7";"914,1";"1,8";"51,0";"4,5";"1489,50";"0,0"
"04/01/2021";"2000";"20,3";"21,5";"20,3";"";"";"";"";"";"";"914,0";"914,2";"914,0";"1,9";"84,0";"5,0";"917,60";"0,0"
"04/01/2021";"2100";"19,3";"20,5";"19,1";"";"";"";"";"";"";"914,3";"914,5";"914,0";"2,5";"89,0";"6,0";"444,40";"0,0"
"04/01/2021";"2200";"18,2";"19,3";"18,2";"";"";"";"";"";"";"914,6";"914,6";"914,3";"1,4";"87,0";"4,8";"108,70";"0,0"
"04/01/2021";"2300";"17,9";"18,2";"17,8";"";"";"";"";"";"";"914,9";"914,9";"914,6";"0,8";"101,0";"3,3";"0,90";"0,0"
"05/01/2021";"0000";"17,5";"18,0";"17,5";"";"";"";"";"";"";"915,6";"915,6";"914,9";"1,8";"3,0";"3,3";"";"0,0"
"05/01/2021";"0100";"16,9";"17,5";"16,9";"";"";"";"";"";"";"916,2";"916,2";"915,6";"1,8";"342,0";"5,1";"";"0,0"
"05/01/2021";"0200";"16,9";"17,0";"16,8";"";"";"";"";"";"";"916,0";"916,3";"916,0";"1,6";"357,0";"5,4";"";"0,0"
"05/01/2021";"0300";"17,0";"17,0";"16,9";"";"";"";"";"";"";"915,7";"916,0";"915,7";"1,7";"346,0";"3,9";"";"0,0"
"05/01/2021";"0400";"16,9";"17,0";"16,8";"";"";"";"";"";"";"915,2";"915,7";"915,1";"1,9";"342,0";"5,2";"";"0,0"
"05/01/2021";"0500";"17,0";"17,0";"16,9";"";"";"";"";"";"";"914,6";"915,2";"914,6";"1,5";"332,0";"4,0";"";"0,0"
"05/01/2021";"0600";"16,9";"17,0";"16,9";"";"";"";"";"";"";"914,0";"914,7";"914,0";"2,4";"327,0";"5,3";"";"0,0"
"05/01/2021";"0700";"17,0";"17,0";"16,8";"";"";"";"";"";"";"914,1";"914,1";"913,9";"2,7";"312,0";"5,5";"";"0,0"
"05/01/2021";"0800";"16,8";"17,0";"16,8";"";"";"";"";"";"";"914,4";"914,4";"914,0";"2,3";"335,0";"5,8";"";"0,0"
"05/01/2021";"0900";"17,1";"17,1";"16,7";"";"";"";"";"";"";"914,4";"914,5";"914,3";"2,3";"306,0";"5,7";"13,80";"0,0"
"05/01/2021";"1000";"17,4";"17,5";"17,1";"";"";"";"";"";"";"914,8";"914,8";"914,4";"2,8";"319,0";"6,3";"144,20";"0,0"
"05/01/2021";"1100";"17,8";"17,8";"17,4";"";"";"";"";"";"";"914,8";"915,0";"914,7";"3,7";"320,0";"7,0";"347,10";"0,0"
"05/01/2021";"1200";"19,6";"19,8";"17,8";"";"";"";"";"";"";"914,9";"915,0";"914,7";"3,2";"329,0";"6,2";"877,10";"0,0"
"05/01/2021";"1300";"20,8";"20,8";"19,5";"";"";"";"";"";"";"915,1";"915,2";"914,9";"2,9";"311,0";"8,0";"1216,80";"0,0"
"05/01/2021";"1400";"21,7";"22,2";"20,6";"";"";"";"";"";"";"914,8";"915,3";"914,8";"3,0";"294,0";"6,4";"2355,40";"0,0"
"05/01/2021";"1500";"22,8";"23,2";"21,7";"";"";"";"";"";"";"914,6";"914,9";"914,6";"2,4";"347,0";"8,2";"2288,30";"0,0"
"05/01/2021";"1600";"24,0";"24,2";"22,6";"";"";"";"";"";"";"914,2";"914,6";"914,2";"3,0";"309,0";"9,0";"2112,00";"0,0"
"05/01/2021";"1700";"23,6";"24,3";"23,4";"";"";"";"";"";"";"913,8";"914,2";"913,8";"2,5";"339,0";"7,6";"1804,20";"0,0"
"05/01/2021";"1800";"23,0";"24,1";"22,9";"";"";"";"";"";"";"913,3";"913,8";"913,3";"1,6";"330,0";"5,0";"1308,40";"0,0"
"05/01/2021";"1900";"22,4";"23,0";"22,3";"";"";"";"";"";"";"913,0";"913,3";"913,0";"1,7";"355,0";"3,8";"667,30";"0,0"
"05/01/2021";"2000";"22,3";"22,8";"22,3";"";"";"";"";"";"";"912,5";"913,0";"912,5";"1,3";"27,0";"3,3";"657,20";"0,0"
"05/01/2021";"2100";"21,4";"22,4";"21,4";"";"";"";"";"";"";"912,7";"912,7";"912,4";"1,1";"12,0";"2,7";"357,70";"0,0"
"05/01/2021";"2200";"20,5";"21,4";"20,5";"";"";"";"";"";"";"913,3";"913,3";"912,7";"1,3";"347,0";"2,4";"74,70";"0,6"
"05/01/2021";"2300";"20,2";"20,5";"20,2";"";"";"";"";"";"";"913,7";"913,7";"913,3";"1,2";"21,0";"2,3";"";"0,0"
"06/01/2021";"0000";"20,0";"20,2";"20,0";"";"";"";"";"";"";"914,4";"914,4";"913,7";"2,5";"359,0";"5,1";"";"0,0"
"06/01/2021";"0100";"19,8";"20,1";"19,8";"";"";"";"";"";"";"914,7";"914,7";"914,4";"1,1";"338,0";"7,2";"";"1,2"
"06/01/2021";"0200";"19,4";"19,9";"19,4";"";"";"";"";"";"";"914,6";"914,8";"914,6";"2,5";"3,0";"5,0";"";"1,0"
"06/01/2021";"0300";"18,8";"19,5";"18,8";"";"";"";"";"";"";"914,2";"914,7";"914,2";"2,2";"11,0";"5,8";"";"0,8"
"06/01/2021";"0400";"18,5";"18,9";"18,5";"";"";"";"";"";"";"913,3";"914,2";"913,3";"2,0";"350,0";"5,1";"";"0,6"
"06/01/2021";"0500";"18,2";"18,5";"18,2";"";"";"";"";"";"";"913,0";"913,3";"913,0";"1,2";"348,0";"5,9";"";"0,0"
"06/01/2021";"0600";"18,3";"18,3";"18,1";"";"";"";"";"";"";"912,5";"913,0";"912,5";"1,0";"339,0";"2,3";"";"0,4"
"06/01/2021";"0700";"18,4";"18,4";"18,3";"";"";"";"";"";"";"912,4";"912,5";"912,3";"1,8";"351,0";"3,3";"";"0,4"
"06/01/2021";"0800";"18,7";"18,8";"18,4";"";"";"";"";"";"";"912,5";"912,5";"912,3";"2,8";"355,0";"6,3";"";"0,6"
"06/01/2021";"0900";"19,1";"19,1";"18,7";"";"";"";"";"";"";"912,6";"912,7";"912,4";"3,1";"359,0";"7,1";"12,60";"1,6"
"06/01/2021";"1000";"19,2";"19,3";"19,1";"";"";"";"";"";"";"912,9";"912,9";"912,6";"2,7";"341,0";"8,6";"36,50";"6,6"
"06/01/2021";"1100";"19,5";"19,5";"19,2";"";"";"";"";"";"";"913,0";"913,1";"912,9";"2,2";"333,0";"6,2";"172,80";"4,2"
"06/01/2021";"1200";"19,9";"20,0";"19,5";"";"";"";"";"";"";"913,0";"913,1";"912,9";"3,5";"349,0";"8,0";"738,60";"0,2"
"06/01/2021";"1300";"21,7";"21,8";"19,8";"";"";"";"";"";"";"912,6";"913,0";"912,6";"2,7";"338,0";"7,2";"1049,90";"0,0"
"06/01/2021";"1400";"22,6";"22,6";"21,5";"";"";"";"";"";"";"912,4";"912,6";"912,4";"3,9";"326,0";"9,2";"1335,30";"0,0"
"06/01/2021";"1500";"24,3";"24,4";"22,5";"";"";"";"";"";"";"911,8";"912,4";"911,8";"3,9";"319,0";"8,9";"3244,80";"0,0"
"06/01/2021";"1600";"25,4";"25,8";"23,9";"";"";"";"";"";"";"911,4";"911,8";"911,3";"3,3";"320,0";"8,9";"2684,90";"0,2"
"06/01/2021";"1700";"25,3";"26,4";"25,0";"";"";"";"";"";"";"911,1";"911,4";"911,1";"3,2";"299,0";"7,4";"2215,60";"0,0"
"06/01/2021";"1800";"25,4";"26,6";"25,3";"";"";"";"";"";"";"910,8";"911,1";"910,8";"2,8";"290,0";"7,4";"1913,20";"0,0"
"06/01/2021";"1900";"26,3";"27,0";"25,3";"";"";"";"";"";"";"910,2";"910,8";"910,0";"2,9";"249,0";"7,3";"2338,80";"0,0"
"06/01/2021";"2000";"25,3";"26,8";"25,2";"";"";"";"";"";"";"910,2";"910,3";"910,1";"2,7";"188,0";"6,5";"1047,80";"0,0"
"06/01/2021";"2100";"23,0";"25,8";"23,0";"";"";"";"";"";"";"910,9";"910,9";"910,2";"3,4";"145,0";"6,7";"580,40";"0,0"
"06/01/2021";"2200";"21,0";"23,0";"21,0";"";"";"";"";"";"";"911,6";"911,6";"910,9";"3,6";"157,0";"9,1";"279,10";"0,0"
"06/01/2021";"2300";"20,6";"21,0";"20,6";"";"";"";"";"";"";"912,5";"912,5";"911,6";"2,1";"172,0";"7,4";"6,70";"0,0"
"07/01/2021";"0000";"20,1";"20,6";"20,1";"";"";"";"";"";"";"913,3";"913,4";"912,5";"1,5";"154,0";"4,5";"";"0,0"
"07/01/2021";"0100";"19,6";"20,2";"19,4";"";"";"";"";"";"";"913,4";"913,5";"913,1";"0,7";"156,0";"3,1";"";"0,0"
"07/01/2021";"0200";"19,0";"19,8";"19,0";"";"";"";"";"";"";"913,3";"913,5";"913,3";"0,6";"131,0";"2,2";"";"0,0"
"07/01/2021";"0300";"18,1";"19,0";"18,0";"";"";"";"";"";"";"913,0";"913,3";"913,0";"1,0";"133,0";"2,0";"";"0,0"
"07/01/2021";"0400";"17,7";"18,2";"17,6";"";"";"";"";"";"";"912,7";"913,0";"912,7";"0,9";"155,0";"2,3";"";"0,0"
"07/01/2021";"0500";"19,1";"19,3";"17,7";"";"";"";"";"";"";"912,2";"912,7";"912,2";"1,9";"257,0";"3,5";"";"0,0"
"07/01/2021";"0600";"20,4";"20,6";"19,2";"";"";"";"";"";"";"911,9";"912,2";"911,9";"2,6";"269,0";"4,7";"";"0,0"
"07/01/2021";"0700";"20,5";"20,7";"20,1";"";"";"";"";"";"";"911,9";"911,9";"911,7";"2,6";"233,0";"6,2";"";"0,0"
"07/01/2021";"0800";"19,9";"20,5";"19,9";"";"";"";"";"";"";"912,0";"912,1";"911,9";"1,8";"242,0";"6,2";"";"0,0"
"07/01/2021";"0900";"19,8";"20,0";"19,8";"";"";"";"";"";"";"912,4";"912,5";"912,0";"0,8";"157,0";"7,2";"31,20";"0,0"
"07/01/2021";"1000";"22,6";"22,8";"19,8";"";"";"";"";"";"";"912,7";"912,7";"912,4";"1,1";"186,0";"3,8";"196,10";"0,0"
"07/01/2021";"1100";"24,1";"24,2";"22,2";"";"";"";"";"";"";"912,9";"913,0";"912,7";"2,2";"254,0";"3,8";"1473,00";"0,0"
"07/01/2021";"1200";"25,1";"25,3";"23,9";"";"";"";"";"";"";"913,3";"913,3";"912,9";"1,6";"248,0";"3,9";"2316,50";"0,0"
"07/01/2021";"1300";"27,0";"27,2";"25,1";"";"";"";"";"";"";"913,4";"913,4";"913,2";"1,7";"31,0";"3,8";"3006,90";"0,0"
"07/01/2021";"1400";"28,1";"28,1";"26,8";"";"";"";"";"";"";"913,4";"913,4";"913,3";"1,2";"12,0";"4,3";"3643,10";"0,0"
"07/01/2021";"1500";"27,4";"29,5";"27,1";"";"";"";"";"";"";"913,2";"913,4";"913,1";"2,0";"148,0";"4,7";"3222,70";"0,0"
"07/01/2021";"1600";"28,4";"28,4";"27,1";"";"";"";"";"";"";"912,6";"913,2";"912,6";"2,3";"94,0";"6,5";"2461,50";"0,0"
"07/01/2021";"1700";"26,2";"29,1";"26,2";"";"";"";"";"";"";"911,4";"912,6";"911,4";"3,0";"100,0";"7,1";"2786,00";"0,0"
"07/01/2021";"1800";"19,3";"26,2";"19,2";"";"";"";"";"";"";"912,5";"912,9";"911,2";"3,6";"156,0";"9,2";"112,80";"20,6"
"07/01/2021";"1900";"20,2";"20,5";"19,3";"";"";"";"";"";"";"912,1";"913,0";"911,9";"3,1";"147,0";"7,8";"519,00";"7,8"
"07/01/2021";"2000";"21,0";"21,1";"20,1";"";"";"";"";"";"";"912,6";"912,6";"912,1";"1,8";"154,0";"5,9";"492,50";"0,0"
"07/01/2021";"2100";"20,5";"21,0";"20,2";"";"";"";"";"";"";"913,5";"913,6";"912,5";"1,3";"170,0";"6,9";"487,00";"0,0"
"07/01/2021";"2200";"20,0";"20,7";"19,9";"";"";"";"";"";"";"913,5";"913,6";"913,2";"1,1";"159,0";"4,3";"242,00";"0,0"
"07/01/2021";"2300";"19,7";"20,3";"19,7";"";"";"";"";"";"";"913,8";"913,8";"913,5";"1,2";"177,0";"3,9";"5,50";"0,0"
"08/01/2021";"0000";"19,3";"19,8";"19,1";"";"";"";"";"";"";"914,1";"914,1";"913,7";"1,3";"189,0";"2,5";"";"0,0"
"08/01/2021";"0100";"19,2";"19,4";"19,1";"";"";"";"";"";"";"914,8";"914,8";"914,1";"0,3";"281,0";"2,3";"";"0,6"
